WARNING: grid.env NOT FOUND
NO Enviroment
Date: Mon 06 May 2024 01:09:38 PM UTC
Directory: /home/ferrazzi/llm/LS-LLaMA-E3C
This job will be executed on th following nodes: vgpu10-0

/home/ferrazzi/.conda/envs/gpu_venv_lates/bin/python
Python 3.8.18
{'loss': 2.4974, 'grad_norm': 21.75, 'learning_rate': 5e-05, 'epoch': 0.06}
{'loss': 0.6826, 'grad_norm': 6.375, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.6165850162506104, 'eval_runtime': 28.2561, 'eval_samples_per_second': 24.101, 'eval_steps_per_second': 12.068, 'epoch': 0.99}
{'loss': 0.6433, 'grad_norm': 7.5, 'learning_rate': 0.0002, 'epoch': 1.07}
{'loss': 0.4973, 'grad_norm': 4.25, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.5963, 'grad_norm': 5.21875, 'learning_rate': 0.0002, 'epoch': 1.31}
{'loss': 0.5489, 'grad_norm': 6.625, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.4588, 'grad_norm': 3.40625, 'learning_rate': 0.0002, 'epoch': 1.55}
{'loss': 0.5188, 'grad_norm': 3.25, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.51, 'grad_norm': 4.40625, 'learning_rate': 0.0002, 'epoch': 1.79}
{'loss': 0.5677, 'grad_norm': 6.5625, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.5898430347442627, 'eval_runtime': 28.118, 'eval_samples_per_second': 24.219, 'eval_steps_per_second': 12.127, 'epoch': 1.99}
{'loss': 0.5628, 'grad_norm': 6.34375, 'learning_rate': 0.0002, 'epoch': 2.03}
{'loss': 0.3614, 'grad_norm': 2.578125, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.3633, 'grad_norm': 2.453125, 'learning_rate': 0.0002, 'epoch': 2.27}
{'loss': 0.3674, 'grad_norm': 4.0, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.3281, 'grad_norm': 6.375, 'learning_rate': 0.0002, 'epoch': 2.51}
{'loss': 0.3819, 'grad_norm': 4.375, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.3715, 'grad_norm': 3.0625, 'learning_rate': 0.0002, 'epoch': 2.75}
{'loss': 0.4639, 'grad_norm': 6.15625, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5759233236312866, 'eval_runtime': 28.1035, 'eval_samples_per_second': 24.232, 'eval_steps_per_second': 12.134, 'epoch': 2.97}
{'train_runtime': 353.9226, 'train_samples_per_second': 5.671, 'train_steps_per_second': 0.704, 'train_loss': 0.6132474232868976, 'epoch': 2.97}
{'loss': 1.5114, 'grad_norm': 10.3125, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.3914, 'grad_norm': 11.5, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.29, 'grad_norm': 7.84375, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 1.2233, 'grad_norm': 7.21875, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 1.0270723104476929, 'eval_runtime': 28.2769, 'eval_samples_per_second': 24.083, 'eval_steps_per_second': 12.059, 'epoch': 0.98}
{'loss': 1.0328, 'grad_norm': 7.5, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.9528, 'grad_norm': 6.78125, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.8261, 'grad_norm': 7.25, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.8063, 'grad_norm': 6.46875, 'learning_rate': 5e-05, 'epoch': 1.91}
{'eval_loss': 0.7173371911048889, 'eval_runtime': 28.1459, 'eval_samples_per_second': 24.195, 'eval_steps_per_second': 12.115, 'epoch': 1.98}
{'loss': 0.7407, 'grad_norm': 5.625, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.6936, 'grad_norm': 5.75, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.6209, 'grad_norm': 5.03125, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.6345, 'grad_norm': 4.125, 'learning_rate': 5e-05, 'epoch': 2.87}
{'eval_loss': 0.5985779762268066, 'eval_runtime': 28.0826, 'eval_samples_per_second': 24.25, 'eval_steps_per_second': 12.143, 'epoch': 2.94}
{'train_runtime': 349.4382, 'train_samples_per_second': 5.744, 'train_steps_per_second': 0.352, 'train_loss': 0.968252011430942, 'epoch': 2.94}
{'loss': 1.3575, 'grad_norm': 8.1875, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.0603, 'grad_norm': 8.25, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.9176, 'grad_norm': 12.0, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.8132, 'grad_norm': 11.625, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.6638815999031067, 'eval_runtime': 28.3019, 'eval_samples_per_second': 24.062, 'eval_steps_per_second': 12.049, 'epoch': 0.98}
{'loss': 0.6702, 'grad_norm': 11.375, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.6222, 'grad_norm': 4.25, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.5734, 'grad_norm': 6.03125, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.5825, 'grad_norm': 5.0625, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.5784320831298828, 'eval_runtime': 28.112, 'eval_samples_per_second': 24.225, 'eval_steps_per_second': 12.13, 'epoch': 1.98}
{'loss': 0.5095, 'grad_norm': 2.28125, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.4387, 'grad_norm': 5.96875, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.4098, 'grad_norm': 3.296875, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.4671, 'grad_norm': 3.671875, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5543708801269531, 'eval_runtime': 28.0776, 'eval_samples_per_second': 24.254, 'eval_steps_per_second': 12.145, 'epoch': 2.94}
{'train_runtime': 349.5507, 'train_samples_per_second': 5.742, 'train_steps_per_second': 0.352, 'train_loss': 0.69528492776359, 'epoch': 2.94}
{'loss': 1.5108, 'grad_norm': 16.5, 'learning_rate': 5e-05, 'epoch': 0.06}
{'loss': 1.4832, 'grad_norm': 14.375, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.3607, 'grad_norm': 14.1875, 'learning_rate': 5e-05, 'epoch': 0.18}
{'loss': 1.3947, 'grad_norm': 17.125, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.2997, 'grad_norm': 16.625, 'learning_rate': 5e-05, 'epoch': 0.3}
{'loss': 1.2148, 'grad_norm': 18.875, 'learning_rate': 5e-05, 'epoch': 0.36}
{'loss': 1.084, 'grad_norm': 14.625, 'learning_rate': 5e-05, 'epoch': 0.42}
{'loss': 0.9687, 'grad_norm': 10.625, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.1332, 'grad_norm': 9.75, 'learning_rate': 5e-05, 'epoch': 0.54}
{'loss': 1.0797, 'grad_norm': 17.125, 'learning_rate': 5e-05, 'epoch': 0.6}
{'loss': 0.8466, 'grad_norm': 11.0625, 'learning_rate': 5e-05, 'epoch': 0.66}
{'loss': 0.9085, 'grad_norm': 10.5625, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 0.8983, 'grad_norm': 9.5, 'learning_rate': 5e-05, 'epoch': 0.78}
{'loss': 0.8357, 'grad_norm': 16.875, 'learning_rate': 5e-05, 'epoch': 0.84}
{'loss': 0.905, 'grad_norm': 24.25, 'learning_rate': 5e-05, 'epoch': 0.9}
{'loss': 0.7583, 'grad_norm': 11.4375, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 0.6452916860580444, 'eval_runtime': 28.2814, 'eval_samples_per_second': 24.079, 'eval_steps_per_second': 12.057, 'epoch': 1.0}
{'loss': 0.6706, 'grad_norm': 6.09375, 'learning_rate': 5e-05, 'epoch': 1.01}
{'loss': 0.7173, 'grad_norm': 17.5, 'learning_rate': 5e-05, 'epoch': 1.07}
{'loss': 0.6288, 'grad_norm': 9.375, 'learning_rate': 5e-05, 'epoch': 1.13}
{'loss': 0.6271, 'grad_norm': 8.5625, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.601, 'grad_norm': 8.875, 'learning_rate': 5e-05, 'epoch': 1.25}
{'loss': 0.6278, 'grad_norm': 13.0625, 'learning_rate': 5e-05, 'epoch': 1.31}
{'loss': 0.5964, 'grad_norm': 9.9375, 'learning_rate': 5e-05, 'epoch': 1.37}
{'loss': 0.6368, 'grad_norm': 8.1875, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.6136, 'grad_norm': 12.9375, 'learning_rate': 5e-05, 'epoch': 1.49}
{'loss': 0.594, 'grad_norm': 6.9375, 'learning_rate': 5e-05, 'epoch': 1.55}
{'loss': 0.6121, 'grad_norm': 8.0625, 'learning_rate': 5e-05, 'epoch': 1.61}
{'loss': 0.572, 'grad_norm': 5.96875, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.5254, 'grad_norm': 7.6875, 'learning_rate': 5e-05, 'epoch': 1.73}
{'loss': 0.6238, 'grad_norm': 8.4375, 'learning_rate': 5e-05, 'epoch': 1.79}
{'loss': 0.5835, 'grad_norm': 6.25, 'learning_rate': 5e-05, 'epoch': 1.85}
{'loss': 0.624, 'grad_norm': 6.0, 'learning_rate': 5e-05, 'epoch': 1.91}
{'loss': 0.5873, 'grad_norm': 5.5, 'learning_rate': 5e-05, 'epoch': 1.97}
{'eval_loss': 0.576309084892273, 'eval_runtime': 28.1066, 'eval_samples_per_second': 24.229, 'eval_steps_per_second': 12.132, 'epoch': 2.0}
{'loss': 0.551, 'grad_norm': 9.375, 'learning_rate': 5e-05, 'epoch': 2.03}
{'loss': 0.4866, 'grad_norm': 7.71875, 'learning_rate': 5e-05, 'epoch': 2.09}
{'loss': 0.4328, 'grad_norm': 11.5, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.5629, 'grad_norm': 7.15625, 'learning_rate': 5e-05, 'epoch': 2.21}
{'loss': 0.5121, 'grad_norm': 5.8125, 'learning_rate': 5e-05, 'epoch': 2.27}
{'loss': 0.4965, 'grad_norm': 7.6875, 'learning_rate': 5e-05, 'epoch': 2.33}
{'loss': 0.4288, 'grad_norm': 7.8125, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.4626, 'grad_norm': 7.09375, 'learning_rate': 5e-05, 'epoch': 2.45}
{'loss': 0.4359, 'grad_norm': 6.59375, 'learning_rate': 5e-05, 'epoch': 2.51}
{'loss': 0.4537, 'grad_norm': 10.1875, 'learning_rate': 5e-05, 'epoch': 2.57}
{'loss': 0.3971, 'grad_norm': 7.875, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.4971, 'grad_norm': 9.8125, 'learning_rate': 5e-05, 'epoch': 2.69}
{'loss': 0.3941, 'grad_norm': 7.75, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.5505, 'grad_norm': 12.625, 'learning_rate': 5e-05, 'epoch': 2.81}
{'loss': 0.5142, 'grad_norm': 10.8125, 'learning_rate': 5e-05, 'epoch': 2.87}
{'loss': 0.5026, 'grad_norm': 6.09375, 'learning_rate': 5e-05, 'epoch': 2.93}
{'loss': 0.4439, 'grad_norm': 6.28125, 'learning_rate': 5e-05, 'epoch': 2.99}
{'eval_loss': 0.5714631080627441, 'eval_runtime': 28.0793, 'eval_samples_per_second': 24.253, 'eval_steps_per_second': 12.144, 'epoch': 2.99}
{'train_runtime': 359.0079, 'train_samples_per_second': 5.59, 'train_steps_per_second': 1.396, 'train_loss': 0.7242945370797863, 'epoch': 2.99}
{'loss': 1.3542, 'grad_norm': 12.5, 'learning_rate': 0.0002, 'epoch': 0.06}
{'loss': 1.2744, 'grad_norm': 14.125, 'learning_rate': 0.0002, 'epoch': 0.12}
{'loss': 1.0934, 'grad_norm': 15.75, 'learning_rate': 0.0002, 'epoch': 0.18}
{'loss': 1.0393, 'grad_norm': 16.125, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 0.8825, 'grad_norm': 10.6875, 'learning_rate': 0.0002, 'epoch': 0.3}
{'loss': 0.8356, 'grad_norm': 10.75, 'learning_rate': 0.0002, 'epoch': 0.36}
{'loss': 0.7643, 'grad_norm': 10.9375, 'learning_rate': 0.0002, 'epoch': 0.42}
{'loss': 0.7069, 'grad_norm': 6.65625, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.9204, 'grad_norm': 18.25, 'learning_rate': 0.0002, 'epoch': 0.54}
{'loss': 0.7822, 'grad_norm': 7.0, 'learning_rate': 0.0002, 'epoch': 0.6}
{'loss': 0.6775, 'grad_norm': 8.8125, 'learning_rate': 0.0002, 'epoch': 0.66}
{'loss': 0.6972, 'grad_norm': 15.625, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.729, 'grad_norm': 9.0, 'learning_rate': 0.0002, 'epoch': 0.78}
{'loss': 0.6877, 'grad_norm': 10.6875, 'learning_rate': 0.0002, 'epoch': 0.84}
{'loss': 0.7222, 'grad_norm': 11.75, 'learning_rate': 0.0002, 'epoch': 0.9}
{'loss': 0.6157, 'grad_norm': 4.0, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.5884562730789185, 'eval_runtime': 28.3241, 'eval_samples_per_second': 24.043, 'eval_steps_per_second': 12.039, 'epoch': 1.0}
{'loss': 0.5651, 'grad_norm': 8.25, 'learning_rate': 0.0002, 'epoch': 1.01}
{'loss': 0.5933, 'grad_norm': 4.25, 'learning_rate': 0.0002, 'epoch': 1.07}
{'loss': 0.4285, 'grad_norm': 7.03125, 'learning_rate': 0.0002, 'epoch': 1.13}
{'loss': 0.5253, 'grad_norm': 7.9375, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.479, 'grad_norm': 5.0, 'learning_rate': 0.0002, 'epoch': 1.25}
{'loss': 0.5564, 'grad_norm': 7.375, 'learning_rate': 0.0002, 'epoch': 1.31}
{'loss': 0.4907, 'grad_norm': 6.21875, 'learning_rate': 0.0002, 'epoch': 1.37}
{'loss': 0.5662, 'grad_norm': 5.125, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.4637, 'grad_norm': 6.375, 'learning_rate': 0.0002, 'epoch': 1.49}
{'loss': 0.4848, 'grad_norm': 4.28125, 'learning_rate': 0.0002, 'epoch': 1.55}
{'loss': 0.4993, 'grad_norm': 3.375, 'learning_rate': 0.0002, 'epoch': 1.61}
{'loss': 0.4653, 'grad_norm': 5.40625, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.3972, 'grad_norm': 3.0, 'learning_rate': 0.0002, 'epoch': 1.73}
{'loss': 0.5516, 'grad_norm': 3.765625, 'learning_rate': 0.0002, 'epoch': 1.79}
{'loss': 0.463, 'grad_norm': 3.046875, 'learning_rate': 0.0002, 'epoch': 1.85}
{'loss': 0.6601, 'grad_norm': 10.5, 'learning_rate': 0.0002, 'epoch': 1.91}
{'loss': 0.7509, 'grad_norm': 7.28125, 'learning_rate': 0.0002, 'epoch': 1.97}
{'eval_loss': 0.5596088767051697, 'eval_runtime': 28.1031, 'eval_samples_per_second': 24.232, 'eval_steps_per_second': 12.134, 'epoch': 2.0}
{'loss': 0.504, 'grad_norm': 6.59375, 'learning_rate': 0.0002, 'epoch': 2.03}
{'loss': 0.3383, 'grad_norm': 7.0625, 'learning_rate': 0.0002, 'epoch': 2.09}
{'loss': 0.3315, 'grad_norm': 5.71875, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.4303, 'grad_norm': 4.375, 'learning_rate': 0.0002, 'epoch': 2.21}
{'loss': 0.3874, 'grad_norm': 3.421875, 'learning_rate': 0.0002, 'epoch': 2.27}
{'loss': 0.4402, 'grad_norm': 7.28125, 'learning_rate': 0.0002, 'epoch': 2.33}
{'loss': 0.3669, 'grad_norm': 16.0, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.4004, 'grad_norm': 3.828125, 'learning_rate': 0.0002, 'epoch': 2.45}
{'loss': 0.3407, 'grad_norm': 9.9375, 'learning_rate': 0.0002, 'epoch': 2.51}
{'loss': 0.3888, 'grad_norm': 10.125, 'learning_rate': 0.0002, 'epoch': 2.57}
{'loss': 0.3428, 'grad_norm': 5.03125, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.371, 'grad_norm': 6.75, 'learning_rate': 0.0002, 'epoch': 2.69}
{'loss': 0.3349, 'grad_norm': 4.90625, 'learning_rate': 0.0002, 'epoch': 2.75}
{'loss': 0.4338, 'grad_norm': 6.15625, 'learning_rate': 0.0002, 'epoch': 2.81}
{'loss': 0.461, 'grad_norm': 5.71875, 'learning_rate': 0.0002, 'epoch': 2.87}
{'loss': 0.3885, 'grad_norm': 4.59375, 'learning_rate': 0.0002, 'epoch': 2.93}
{'loss': 0.3144, 'grad_norm': 4.625, 'learning_rate': 0.0002, 'epoch': 2.99}
{'eval_loss': 0.6543126702308655, 'eval_runtime': 28.148, 'eval_samples_per_second': 24.194, 'eval_steps_per_second': 12.115, 'epoch': 2.99}
{'train_runtime': 359.0956, 'train_samples_per_second': 5.589, 'train_steps_per_second': 1.395, 'train_loss': 0.5855281981165538, 'epoch': 2.99}
{'loss': 1.4918, 'grad_norm': 10.1875, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.455, 'grad_norm': 11.375, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.4109, 'grad_norm': 14.0, 'learning_rate': 5e-05, 'epoch': 0.36}
{'loss': 1.1749, 'grad_norm': 12.5625, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.2182, 'grad_norm': 10.4375, 'learning_rate': 5e-05, 'epoch': 0.6}
{'loss': 1.0921, 'grad_norm': 8.5625, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 1.0079, 'grad_norm': 10.9375, 'learning_rate': 5e-05, 'epoch': 0.84}
{'loss': 0.9921, 'grad_norm': 8.8125, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 0.7917284965515137, 'eval_runtime': 28.3084, 'eval_samples_per_second': 24.056, 'eval_steps_per_second': 12.046, 'epoch': 0.99}
{'loss': 0.8259, 'grad_norm': 11.0625, 'learning_rate': 5e-05, 'epoch': 1.07}
{'loss': 0.7536, 'grad_norm': 9.0, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.7436, 'grad_norm': 6.71875, 'learning_rate': 5e-05, 'epoch': 1.31}
{'loss': 0.713, 'grad_norm': 9.375, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.6324, 'grad_norm': 7.46875, 'learning_rate': 5e-05, 'epoch': 1.55}
{'loss': 0.6668, 'grad_norm': 4.90625, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.6488, 'grad_norm': 7.6875, 'learning_rate': 5e-05, 'epoch': 1.79}
{'loss': 0.6952, 'grad_norm': 14.5, 'learning_rate': 5e-05, 'epoch': 1.91}
{'eval_loss': 0.7246333956718445, 'eval_runtime': 28.113, 'eval_samples_per_second': 24.224, 'eval_steps_per_second': 12.13, 'epoch': 1.99}
{'loss': 0.6945, 'grad_norm': 10.75, 'learning_rate': 5e-05, 'epoch': 2.03}
{'loss': 0.5421, 'grad_norm': 7.09375, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.5577, 'grad_norm': 3.546875, 'learning_rate': 5e-05, 'epoch': 2.27}
{'loss': 0.5319, 'grad_norm': 6.59375, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.5114, 'grad_norm': 9.4375, 'learning_rate': 5e-05, 'epoch': 2.51}
{'loss': 0.5214, 'grad_norm': 7.0, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.5373, 'grad_norm': 8.4375, 'learning_rate': 5e-05, 'epoch': 2.75}
{'loss': 0.5836, 'grad_norm': 9.3125, 'learning_rate': 5e-05, 'epoch': 2.87}
{'eval_loss': 0.5496834516525269, 'eval_runtime': 28.0882, 'eval_samples_per_second': 24.245, 'eval_steps_per_second': 12.14, 'epoch': 2.97}
{'train_runtime': 354.5225, 'train_samples_per_second': 5.661, 'train_steps_per_second': 0.702, 'train_loss': 0.8221432119009485, 'epoch': 2.97}
{'loss': 1.3704, 'grad_norm': 9.0625, 'learning_rate': 0.0002, 'epoch': 0.12}
{'loss': 1.1927, 'grad_norm': 11.1875, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 0.9983, 'grad_norm': 6.8125, 'learning_rate': 0.0002, 'epoch': 0.36}
{'loss': 0.8283, 'grad_norm': 9.625, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.8918, 'grad_norm': 14.5625, 'learning_rate': 0.0002, 'epoch': 0.6}
{'loss': 0.725, 'grad_norm': 7.34375, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.7205, 'grad_norm': 8.375, 'learning_rate': 0.0002, 'epoch': 0.84}
{'loss': 0.6799, 'grad_norm': 6.4375, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.619225263595581, 'eval_runtime': 28.2556, 'eval_samples_per_second': 24.101, 'eval_steps_per_second': 12.068, 'epoch': 0.99}
{'loss': 0.642, 'grad_norm': 7.59375, 'learning_rate': 0.0002, 'epoch': 1.07}
{'loss': 0.4942, 'grad_norm': 4.15625, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.5992, 'grad_norm': 5.28125, 'learning_rate': 0.0002, 'epoch': 1.31}
{'loss': 0.5518, 'grad_norm': 7.15625, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.4635, 'grad_norm': 3.34375, 'learning_rate': 0.0002, 'epoch': 1.55}
{'loss': 0.5281, 'grad_norm': 3.671875, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.5062, 'grad_norm': 3.90625, 'learning_rate': 0.0002, 'epoch': 1.79}
{'loss': 0.5652, 'grad_norm': 6.1875, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.5816870927810669, 'eval_runtime': 28.1096, 'eval_samples_per_second': 24.227, 'eval_steps_per_second': 12.131, 'epoch': 1.99}
{'loss': 0.5503, 'grad_norm': 5.15625, 'learning_rate': 0.0002, 'epoch': 2.03}
{'loss': 0.3507, 'grad_norm': 2.484375, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.3639, 'grad_norm': 2.21875, 'learning_rate': 0.0002, 'epoch': 2.27}
{'loss': 0.3818, 'grad_norm': 3.5, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.3295, 'grad_norm': 5.84375, 'learning_rate': 0.0002, 'epoch': 2.51}
{'loss': 0.3723, 'grad_norm': 4.21875, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.3627, 'grad_norm': 2.828125, 'learning_rate': 0.0002, 'epoch': 2.75}
{'loss': 0.4606, 'grad_norm': 5.5625, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5744072794914246, 'eval_runtime': 28.1614, 'eval_samples_per_second': 24.182, 'eval_steps_per_second': 12.109, 'epoch': 2.97}
{'train_runtime': 354.2685, 'train_samples_per_second': 5.665, 'train_steps_per_second': 0.703, 'train_loss': 0.6122330336206888, 'epoch': 2.97}
{'loss': 1.5116, 'grad_norm': 10.3125, 'learning_rate': 5e-05, 'epoch': 0.24}
{'loss': 1.3912, 'grad_norm': 11.5625, 'learning_rate': 5e-05, 'epoch': 0.48}
{'loss': 1.2878, 'grad_norm': 7.8125, 'learning_rate': 5e-05, 'epoch': 0.72}
{'loss': 1.2205, 'grad_norm': 7.25, 'learning_rate': 5e-05, 'epoch': 0.96}
{'eval_loss': 1.0248743295669556, 'eval_runtime': 28.2953, 'eval_samples_per_second': 24.068, 'eval_steps_per_second': 12.051, 'epoch': 0.98}
{'loss': 1.0284, 'grad_norm': 7.4375, 'learning_rate': 5e-05, 'epoch': 1.19}
{'loss': 0.9491, 'grad_norm': 6.6875, 'learning_rate': 5e-05, 'epoch': 1.43}
{'loss': 0.8224, 'grad_norm': 7.28125, 'learning_rate': 5e-05, 'epoch': 1.67}
{'loss': 0.7991, 'grad_norm': 6.03125, 'learning_rate': 5e-05, 'epoch': 1.91}
{'eval_loss': 0.7088519930839539, 'eval_runtime': 28.1792, 'eval_samples_per_second': 24.167, 'eval_steps_per_second': 12.101, 'epoch': 1.98}
{'loss': 0.7343, 'grad_norm': 5.28125, 'learning_rate': 5e-05, 'epoch': 2.15}
{'loss': 0.6915, 'grad_norm': 5.75, 'learning_rate': 5e-05, 'epoch': 2.39}
{'loss': 0.6163, 'grad_norm': 5.09375, 'learning_rate': 5e-05, 'epoch': 2.63}
{'loss': 0.6327, 'grad_norm': 4.03125, 'learning_rate': 5e-05, 'epoch': 2.87}
{'eval_loss': 0.5983026623725891, 'eval_runtime': 28.1501, 'eval_samples_per_second': 24.192, 'eval_steps_per_second': 12.114, 'epoch': 2.94}
{'train_runtime': 350.0208, 'train_samples_per_second': 5.734, 'train_steps_per_second': 0.351, 'train_loss': 0.9650685070006828, 'epoch': 2.94}
{'loss': 1.3557, 'grad_norm': 8.1875, 'learning_rate': 0.0002, 'epoch': 0.24}
{'loss': 1.0604, 'grad_norm': 8.375, 'learning_rate': 0.0002, 'epoch': 0.48}
{'loss': 0.9162, 'grad_norm': 12.1875, 'learning_rate': 0.0002, 'epoch': 0.72}
{'loss': 0.8124, 'grad_norm': 11.75, 'learning_rate': 0.0002, 'epoch': 0.96}
{'eval_loss': 0.6655619144439697, 'eval_runtime': 28.447, 'eval_samples_per_second': 23.939, 'eval_steps_per_second': 11.987, 'epoch': 0.98}
{'loss': 0.6683, 'grad_norm': 11.25, 'learning_rate': 0.0002, 'epoch': 1.19}
{'loss': 0.6204, 'grad_norm': 4.375, 'learning_rate': 0.0002, 'epoch': 1.43}
{'loss': 0.5698, 'grad_norm': 5.6875, 'learning_rate': 0.0002, 'epoch': 1.67}
{'loss': 0.5812, 'grad_norm': 5.28125, 'learning_rate': 0.0002, 'epoch': 1.91}
{'eval_loss': 0.5832235217094421, 'eval_runtime': 28.1949, 'eval_samples_per_second': 24.153, 'eval_steps_per_second': 12.094, 'epoch': 1.98}
{'loss': 0.5099, 'grad_norm': 2.015625, 'learning_rate': 0.0002, 'epoch': 2.15}
{'loss': 0.4385, 'grad_norm': 6.03125, 'learning_rate': 0.0002, 'epoch': 2.39}
{'loss': 0.4131, 'grad_norm': 3.296875, 'learning_rate': 0.0002, 'epoch': 2.63}
{'loss': 0.4702, 'grad_norm': 3.546875, 'learning_rate': 0.0002, 'epoch': 2.87}
{'eval_loss': 0.5532375574111938, 'eval_runtime': 28.0931, 'eval_samples_per_second': 24.241, 'eval_steps_per_second': 12.138, 'epoch': 2.94}
{'train_runtime': 350.0837, 'train_samples_per_second': 5.733, 'train_steps_per_second': 0.351, 'train_loss': 0.6945468507161955, 'epoch': 2.94}
{'loss': 1.5248, 'grad_norm': 16.875, 'learning_rate': 5e-05, 'epoch': 0.06}
{'loss': 1.5007, 'grad_norm': 14.1875, 'learning_rate': 5e-05, 'epoch': 0.12}
{'loss': 1.3962, 'grad_norm': 13.9375, 'learning_rate': 5e-05, 'epoch': 0.18}
{'loss': 1.4507, 'grad_norm': 17.625, 'learning_rate': 5e-05, 'epoch': 0.24}
